id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
1890,Glitter In the Air ( Live From Australia ),P!NK,Glitter In the Air - Single,"Pop , Music",$ 1.29,"2010 LaFace Records , a unit of Sony Music Entertainment",5:15,15-Jun-10
1891,Trouble,P!NK,Trouble - Single,"Pop , Music , Teen Pop , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2003 RCA Records , a divison of Sony Music Entertainment",3:11,29-Sep-03
1892,Un-Break My Heart ( Soul-Hex Anthem Radio Edit ),Toni Braxton,Superstars # 1 Hits Remixed,"Dance , Music",$ 1.29,This compilation ( P ) 2005 SONY BMG MUSIC ENTERTAINMENT,4:49,3-May-05
1893,Family Tree,Naughty By Nature,Iicons,"Hip-Hop/Rap , Music , Rock , East Coast Rap",$ 0.99,2002 The Orchard,5:30,23-Apr-02
1894,All That Mattered ( Mischas 's Rock Tool ),Mischa Daniels vs. De Nuit,Ultra Weekend 5 ( Jason Nevins Presents ) [ Deluxe Version ],"Dance , Music , Electronic , Techno , House",$ 0.99,"2009 Ultra Records , Inc.",5:52,30-Jun-09
1895,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1896,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1897,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1898,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1899,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1900,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1901,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1902,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1903,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1904,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1905,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1906,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1907,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1908,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1909,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1910,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1911,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1912,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1913,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1914,Hooker,P!NK,Try This,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Electronic",$ 1.29,"2003 Arista Records , Inc.",3:04,11-Nov-03
1915,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1916,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1917,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1918,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1919,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1920,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1921,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1922,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1923,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1924,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1925,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1926,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1927,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1928,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1929,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1930,God Is a DJ ( Electroheadz Remix ),P!NK,God Is a DJ - EP,"Dance , Music , Pop",$ 1.29,"2003 Arista Records , Inc.",7:50,25-Dec-03
1931,God Is a DJ ( Electroheadz Remix ),P!NK,God Is a DJ - EP,"Dance , Music , Pop",$ 1.29,"2003 Arista Records , Inc.",7:50,25-Dec-03
1932,God Is a DJ ( Electroheadz Remix ),P!NK,God Is a DJ - EP,"Dance , Music , Pop",$ 1.29,"2003 Arista Records , Inc.",7:50,25-Dec-03
1933,God Is a DJ ( Electroheadz Remix ),P!NK,God Is a DJ - EP,"Dance , Music , Pop",$ 1.29,"2003 Arista Records , Inc.",7:50,25-Dec-03
1934,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1935,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1936,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1937,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1938,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03
1939,Beautiful In Los Angeles,Garrison Starr,The Hills ( The Soundtrack ),"Soundtrack , Music",Album Only,Compilation ( P ) 2007 SONY BMG MUSIC ENTERTAINMENT,3:58,13-Feb-07
1940,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07
1941,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07
1942,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07
1943,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07
1944,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07
1945,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07
1946,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1947,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1948,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1949,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1950,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1951,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1952,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1953,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1954,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1955,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1956,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1957,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1958,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1959,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ 0.99,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:29,4-Mar-06
1960,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97
1961,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06
1962,F**kin' Perfect,P!NK,F**kin' Perfect ( Perfect ) - Single,"Pop , Music , Rock",$ 1.29,"2010 LaFace Records , a unit of Sony Music Entertainment",3:33,14-Dec-10
1963,Raise Your Glass,P!NK,Raise Your Glass - Single,"Pop , Music",$ 1.29,"2010 RCA Records , a divison of Sony Music Entertainment",3:23,6-Oct-10
1964,Today 's the Day,P!NK,Today 's the Day - Single,"Pop , Music",$ 1.29,"2015 RCA Records , a division of Sony Music Entertainment",3:44,10-Sep-15
1965,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1966,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1967,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1968,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1969,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1970,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1971,Dance the Night Away ( feat . Denim ),David Banner,Footloose ( Music from the Motion Picture ),"Soundtrack , Music",Album Only,2011 This Compilation 2011 Warner Music Nashville LLC for the U.S. and WEA International Inc. for the world outside the U.S.,4:13,23-Sep-11
1972,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1973,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1974,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1975,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1976,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1977,Whiskey ( Acoustic ),Jana Kramer,Whiskey ( Acoustic ) - Single,"Country , Music",$ 1.29,"2013 Warner Music Nashville LLC d/b/a Elektra Records Nashville , A Warner Music Group Company .",3:36,16-Apr-13
1978,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1979,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1980,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1981,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1982,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1983,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1984,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12
1985,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1986,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1987,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1988,Last Song,Jana Kramer,Thirty One,"Country , Music",Album Only,2015 Warner Music Nashville LLC,--,
1989,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1990,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1991,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1992,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1993,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1994,Love Song to the Earth,"Paul McCartney , Jon Bon Jovi , Sheryl Crow , Fergie , Colbie Caillat , Natasha Bedingfield , Leona Lewis , Sean Paul , Johnny Rzeznik , Krewella , Ang ' © lique Kidjo , Kelsea Ballerini , Nicole Scherzinger , Christina Grimmie , Victoria Justice & Q'orianka Kilcher",Love Song to the Earth - Single,"Pop , Music , Rock",$ 0.69,2015,3:51,4-Sep-15
1995,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1996,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1997,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1998,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
1999,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
2000,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15
2001,Rum,Brothers Osborne,Brothers Osborne - EP,"Country , Music",$ 1.29,2014 EMI Records Nashville,3:26,9-Sep-14
2002,We Are Monster High ( Madison Beer Version ),Madison Beer,We Are Monster High ( Madison Beer Version ) - Single,"Children 's Music , Music , Pop",$ 1.29,"2013 Mattel , Inc.",3:01,6-Jun-13
2003,#SELFIE ( Caked Up Remix ),The Chainsmokers,#SELFIE ( The Remixes ) - Single,"Electronic , Music , Dance",$ 1.29,"2014 Dim Mak Inc. under exclusive license to Republic Records , a Division of UMG Recordings , Inc. and Universal Island Records , a Division of Universal Music Operations Ltd.",3:15,17-Jun-14
2004,Mellow Out,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,"Rock , Music , R&B / Soul , Roots Rock",$ 1.29,"2015 Bottleneck Music Limited under exclusive license to Concord Music Group , Inc.",3:32,21-Aug-15
2005,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11
2006,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11
2007,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11
2008,A Whole New World ( From `` Aladdin '' ),Yuna,We Love Disney ( Deluxe ),"Pop , Music",Album Only,"2015 The Verve Music Group , a Division of UMG Recordings , Inc.",2:33,
2009,Erase ( Samantha Ronson Remix ) [ feat . Priyanka Chopra ] [ feat . Priyanka Chopra ],The Chainsmokers,Erase ( Samantha Ronson Remix ) [ feat . Priyanka Chopra ] - Single,"Pop , Music",$ 1.29,2012 Interscope Records,4:09,4-Dec-12
2010,Outer Space / Carry On,5 Seconds of Summer,Sounds Good Feels Good ( Deluxe ),"Pop , Music , Alternative , Punk , Teen Pop , Rock",Album Only,2015 Capitol Records Ltd.,6:38,
2011,Safe and Sound ( NOW What 's Next Bonus Track ),Capital Cities,Now 45,"Pop , Music",Album Only,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",3:12,5-Feb-13
2012,Ironing Man ( I Love House Edit ),Mark Knight,I Love House - Ministry of Sound,"Dance , Music",$ 1.29,2015 Ministry of Sound Recordings Ltd,4:47,13-Apr-15
2013,Did It for the Girl,Greg Bates,"Dance Y' all , Vol . 1 - EP","Country , Music",Album Only,"2013 Big Machine Records , LLC .",3:11,18-Jun-13
2014,The Duck Dynasty Song,Amanda Ryan,Top 25 Country Songs of Faith,"Country , Music , Rock",Album Only,2014 Maranatha ! Music,3:53,14-Oct-14
2015,Me and Tennessee,Gwyneth Paltrow & Tim McGraw,Country Strong ( Original Motion Picture Soundtrack ),"Soundtrack , Music",Album Only,2010 Sony Music Entertainment,4:43,25-Oct-10
2016,White Christmas,The Henningsens,21 Country Christmas Favorites,"Holiday , Music",$ 1.29,This compilation ( P ) 2014 Sony Music Entertainment,3:07,17-Nov-14
2017,Who 's Gon na Take Me Home,Chris Young,Chris Young,"Country , Music , Rock , Southern Rock , Honky Tonk , Urban Cowboy , Contemporary Country",$ 0.99,2006 Sony Music Entertainment,3:02,26-Sep-06
2018,Rainy Night In Georgia,Chris Young,The Man I Want to Be,"Country , Music , Contemporary Country",$ 0.99,2009 Sony Music Entertainment,4:13,27-Aug-09
2019,Rainy Night In Georgia,Chris Young,The Man I Want to Be,"Country , Music , Contemporary Country",$ 0.99,2009 Sony Music Entertainment,4:13,27-Aug-09
2020,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12
2021,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12
2022,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12
2023,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12
2024,Sweet Lil ' Gal ( 23rd/1st ),Ryan Adams,Heartbreaker,"Singer/Songwriter , Music , Rock , Southern Rock , Country , Adult Alternative , American Trad Rock , Americana , Alternative Country",$ 0.99,2000 Pax Am Records,3:38,5-Sep-00
2025,Sweet Lil ' Gal ( 23rd/1st ),Ryan Adams,Heartbreaker,"Singer/Songwriter , Music , Rock , Southern Rock , Country , Adult Alternative , American Trad Rock , Americana , Alternative Country",$ 0.99,2000 Pax Am Records,3:38,5-Sep-00
2026,Sweet Lil ' Gal ( 23rd/1st ),Ryan Adams,Heartbreaker,"Singer/Songwriter , Music , Rock , Southern Rock , Country , Adult Alternative , American Trad Rock , Americana , Alternative Country",$ 0.99,2000 Pax Am Records,3:38,5-Sep-00
2027,Sweet Lil ' Gal ( 23rd/1st ),Ryan Adams,Heartbreaker,"Singer/Songwriter , Music , Rock , Southern Rock , Country , Adult Alternative , American Trad Rock , Americana , Alternative Country",$ 0.99,2000 Pax Am Records,3:38,5-Sep-00
2028,Sweet Lil ' Gal ( 23rd/1st ),Ryan Adams,Heartbreaker,"Singer/Songwriter , Music , Rock , Southern Rock , Country , Adult Alternative , American Trad Rock , Americana , Alternative Country",$ 0.99,2000 Pax Am Records,3:38,5-Sep-00
2029,More Frog Trouble,Falls Mountain Cowboys,Sandra Boynton 's Frog Trouble,"Children 's Music , Music",$ 1.29,"2013 Sandra Boynton . Manufactured and Distributed by Warner Music Nashville LLC , A Warner Music Group Company .",0:53,30-Aug-13
