"id","title","description","manufacturer","price"
"b00022ptt8","microsoft windows xp professional upgrade with sp2","with windows xp professional edition with service pack 2 you get safer browsing and communication powerful security tools and improved experiences. windows xp is the operating system release that unifies the microsoft range with all the desktop versions now built on the nt/2000 code base rather than the shakier foundation of windows 95 98 and me. that makes xp a great upgrade for users of the now-obsolete 9x and me line but for those already on windows 2000 professional it is a closer call. despite the similar name there is no special synergy between windows xp and office xp which works fine on windows 2000. the security center lets you check the status of your essential security settings. xp certainly looks different with rounded window corners larger and more detailed icons and a clean-look desktop that on first installation shows only the taskbar and recycle bin. xp is also more customizable than earlier versions of windows and includes visual themes that let you change the whole appearance of windows in an instant. that is the window-dressing but underneath are some significant improvements. one of the most interesting is remote desktop. a standard xp feature this uses technology from microsoft terminal server to enable users to access their computer over any connection; for example by dialing into the office from home. this is not just file access--this technology lets you run applications remotely as if you were sitting at your desk at work. this is mature technology stable and carefully thought out. so for example you can print from a remote word processor to a local printer. a variation on the theme is remote assistance where the user can allow a remote helper to view their desktop or optionally gain control of the keyboard and mouse in order to troubleshoot a problem. the feature can also be disabled to ease security concerns. laptop users benefit from enhanced power management with options to extend battery life by reducing cpu speed and display brightness. irda support has been fixed so that unlike windows 2000 windows xp can easily use modems in mobile telephones via infrared. a new screen font cleartype improves legibility for laptop or other flat screens and there is built-in support for wireless networking using the popular 802.11 standard. a great feature of xp also found in windows 2000 is the ability to synchronize network files with offline copies. previously these files could not be stored securely but now they can be encrypted. the information bar in windows xp home edition with service pack 2 notifies you when it blocks activex control or active content and then lets you decide what to do. for web browsing xp comes with internet explorer 6.0. the enhancements in ie 6.0 are mainly of interest to web developers and in any case microsoft makes ie freely available to all windows users. although java is not installed by default it is not difficult to download a java virtual machine (jvm). windows messenger originally a chat client has evolved into a collaboration tool that allows for video conferencing and application sharing. service pack 2 allows users to instruct internet explorer how to handle downloads from a specific publisher the most significant new feature for internet users is the built-in firewall. a firewall protects against one of the most disturbing security risks in which other users unknown to you might connect to your computer while it is online reading private files or causing other damage. xp's built-in firewall is a simple affair but it does prevent most types of unauthorized connection. windows xp has strong multimedia features. the new media player lets you copy music from cd to hard disk create your own playlist and write your own music cds if you have a cd writer. although there is loss of quality as a result of compression the process is easy and convenient. media player 8.0 can play back dvd video but only if a hardware or software dvd decoder is already installed. you can also play mp3 audio files and mpeg videos but sadly not the popular realmedia formats. in the end media player does nothing that you cannot also do with free alternatives but it is slick and nicely integrated. the xp user interface is not a radical departure from earlier versions of windows but there are a number of small changes that together add up to a significant improvement. the start menu now automatically features the most frequently used programs at the top of the list and you can add and remove shortcuts by right-clicking the icon and selecting pin or unpin from the pop-up menu. windows online help is integrated into a help and support center that works like an internal web site with searchable help tutorials and walk-throughs. windows xp professional includes all the features of windows xp home and adds support for dual processors encryptable file systems offline folders the remote desktop as described above and extra administration features that come into play when connected to a windows server domain. xp is demanding on hardware and it would be a mistake to install it on less than microsoft's recommended minimum requirements. there is also activation to consider a mildly annoying anti-piracy measure that requires you to obtain a code from microsoft for full installation and in the future if you reinstall or make major system changes. windows xp service pack 2 features internet explorer pop-up blocker makes browsing the internet more enjoyable by enabling you to reduce unwanted ads and content. internet explorer download monitoring warns you about potentially harmful downloads and gives you the option to block files that could be malicious. internet explorer information bar provides better information about events that are happening as you browse the web so it& 8217;s easier to know what& 8217;s going on and address potential security issues. windows security center allows you to easily view your security status and manage key security settings in one convenient place. windows firewall update automatically turned on by default this improved firewall helps protect windows xp from viruses worms and other security threats that can spread over the internet. improved wireless support dramatically improves and simplifies the process of discovering and connecting to wireless networks. bluetooth technologies enables you to easily connect to the latest bluetooth-enabled hardware devices such as keyboards cell phones and pdas. windows media player 9 series makes it easy to enjoy music video and broadband content with enhanced security.","microsoft software",199.99
"b000bwbu6u","mavis beacon typing 17 (win/mac)","mavis beacon typing 17 standard by broderbund","encore software",19.99
"b000hctyto","microsoft windows vista ultimate upgrade [dvd]","the most comprehensive edition of windows vista vista ultimate upgrade (dvd-rom) is the first operating system that combines all of the advanced infrastructure features of a business-focused operating system all of the management and efficiency features of a mobility-focused operating system and all of the digital entertainment features of a consumer-focused operating system. for the person who wants one operating system that is great for working from home working on the road and for entertainment windows vista ultimate is a no-compromise operating system that lets you have it all. windows sidebar gives you quick access to gadgets like picture slide shows windows media player controls or news headlines. you pick the gadgets you want to see in windows sidebar. view larger. use flip 3d to navigate through open windows using the scroll wheel on your mouse. view larger. compare windows vista editions. use instant search to quickly find the information you need. view larger. windows vista aero provides spectacular visual effects such as glass-like interface elements that you can see through. the redesigned windows media center in windows vista lets you enjoy your media throughout your home even on your xbox 360. view larger. update eligibility you can upgrade from your current edition of microsoft windows xp or windows 2000 (including windows xp professional windows xp home windows xp media center windows xp tablet pc windows xp professional x64 windows 2000) to a corresponding or better edition of windows vista by purchasing and installing this upgrade copy of windows vista. depending on which edition of windows you are running and the edition of windows vista you would like to install you have two options for the installation process: you can upgrade in-place which means you can install windows vista and retain your applications files and settings as they were in your previous edition of windows or you can do a clean install. if you are currently using windows 2000 professional or windows xp professional x64 you are eligible for an upgrade copy to a corresponding or better edition of windows vista but a clean install is required. for versions of windows earlier than windows 2000 upgrade copies are not available. these earlier versions of windows require you to install a full copy of windows vista. easier faster access to information windows vista ultimate features windows aero a new interface that delivers higher levels of efficiency for any business user. this easy-to-use interface makes it a snap to navigate through the operating system and from application to application. most importantly windows aero helps you juggle multiple tasks at once by providing a three-dimensional real-time animated view of all your open applications and documents. and for those businesses that do work in other countries windows vista ultimate supports all worldwide interface languages. breakthrough windows vista experience designed to help you feel confident in your ability to view find and organize information and to control your computing experience all editions of windows vista introduce a breakthrough user experience. the visual sophistication of windows vista helps streamline your computing experience by refining common window elements so you can better focus on the content on the screen rather than on how to access it. the desktop experience is more informative intuitive and helpful. and new tools bring better clarity to the information on your computer so you can see what your files contain without opening them find applications and files instantly navigate efficiently among open windows and use wizards and dialog boxes more confidently. work from home windows vista ultimate includes all of the features that make it easy to remotely connect to business networks. this means that when you're working from home you'll have advanced networking capabilities such as the ability to join a domain support for group policy and access to features such as remote desktop. windows vista ultimate also includes windows bitlocker drive encryption that provides improved levels of protection against theft for your important business data whether you are at home on the road or in the office. more entertainment options windows vista ultimate delivers all of the entertainment features available in windows vista home premium and includes everything you need to enjoy the latest in digital photography music movies analog tv or even hdtv. windows vista ultimate also has helpful tools such as windows photo gallery and windows movie maker to ensure that you have everything you need to collect manage and edit your digital content. it also includes windows media center for turning your pc into an all-in-one home entertainment center. versatile operation windows vista ultimate truly lives up to its name by delivering all of the features both business and home users want and need. it is the ideal solution for both a small-business owner who wants a single pc that he or she can use at the office on the road and at home and for someone who wants a home pc that will be used primarily for entertainment purposes but that can also be used for business purposes such as connecting to a corporate network.","microsoft",259.95
"b000bgtv80","instant immersion spanish deluxe 2.0","topics entertainment instant immersion spanish deluxe 2.0. you set the pace for learning with this series of personalized beginner intermediate and advanced programs. with entertaining instruction on 20 key lessons including vocabulary grammar and phonetics you will quickly start speaking reading and writing spanish windows & xp pc only","topics entertainment",49.99
"b000o27t8a","adobe creative suite cs3 design premium upgrade [mac]","upgrade only; previous version of cs premium standard or studio required adobe creative suite 3 design premium software is the designer's dream toolkit for print web and mobile publishing. it combines all-new versions of essential tools for professional page layout image editing illustration and adobe pdf workflows with new tools for producing engaging websites interactive experiences and mobile content -- all in a unified intuitive design environment. it's productive intuitive and tightly integrated environment with everything you need to design content for tomorrow as well as today. import layered photoshop and illustrator files into flash animate them and export in actionscript 3.0 for developers preview and test your designs using mobile device profiles in adobe devicecentral cs3 easily organize browse locate and preview assets with adobe bridge cs3 use indesign for direct access to adobe stock photos export indesign layouts as xhtml to use in web designs in dreamweaver","adobe",599
"b000ndib6y","adobe photoshop cs3 [mac]","adobe photoshop cs3 software accelerates your path from imagination to imagery. ideal for photographers graphic designers and web designers the professional standard delivers new features such as automatic layer alignment and blending that enable advanced compositing. live filters boost the comprehensive nondestructive editing toolset for increased flexibility. and a streamlined interface and new timesaving tools make your work flow faster. boost your productivity with a streamlined interface. the loupe tool in adobe bridge cs3 lets you easily zoom into the fine detail of any image. the new overlay preview and clone source palette let you preview transform and precisely position cloned areas in a single fluid process. zoomify export allows you to efficiently display even the highest resolution imagery over low bandwidth web connections. work more productively take advantage of a wide range of improvements designed to boost your productivity. experience native performance on intel based and powerpc macs and on microsoft windows xp and windows vista systems. maximize your workspace with a streamlined interface process raw images with increased speed and quality and manage assets more efficiently in the revamped adobe bridge cs3. and enjoy complete compatibility with adobe photoshop lightroom software (sold separately) so the changes you make to an image in one product will automatically appear in the other. edit with unrivaled power the comprehensive image-editing toolset in photoshop cs3 lets you correct and enhance your images with unmatched creative control. experiment more freely with nondestructive filters. manage and correct color more easily and convert color images to rich black-and-white with one click. retouch images with more powerful cloning and healing tools. and count on higher fidelity conversion when you merge a series of exposures into a 32-bit high dynamic range (hdr) image. composite with breakthrough tools photoshop cs3 offers a wealth of features that make compositing multiple images easier than ever before. create more accurate composites with new tools that automatically align and blend layers or images based on similar content. make an image selection with one brush stroke. perfect any selection edge in an easy-to-use intuitive dialog box. and merge multiple photos into a panorama with superior results. product highlights boost your productivity with a streamlined interface enhancements to raw-image processing and asset management workflows and more. experience unrivaled editing power with nondestructive filters more precise color-correction controls and more powerful cloning and healing tools. easily create rich composites using new tools for automatically aligning and blending layers and making quick selections. audience benefit professional photographers--with adobe photoshop cs3 software you can perfect all of your images with nondestructive filters and more powerful color-correction cloning and healing tools and you can create sophisticated composites more easily than ever with breakthrough tools for automatically aligning and blending layers making quick selections and more. serious amateur photographers--adobe photoshop cs3 software delivers everything you need to edit images with professional-quality results and offers a simplified user interface that makes learning and working in the program easier. print and web designers--adobe photoshop cs3 software delivers unrivaled power to edit images breakthrough capabilities for creating sophisticated image composites and the ability to output your final files to a broad range of formats for print and the web. photography students and educators--from raw-image processing retouching and compositing to final image output professional-standard adobe photoshop cs3 software offers a powerful solution for digital photography workflows. work more productively efficient and flexible work environment streamlined interface and palette management maximize screen space for editing while keeping essential tools accessible. palettes are now arranged in convenient self-adjusting docks that can be widened to full size or narrowed to icons or even a thin self-revealing strip at the edge of your monitor. faster more flexible asset management with adobe bridge cs3 organize and manage images more efficiently with adobe bridge cs3 software which now delivers improved performance a filter panel for easier searching the ability to group multiple images under a single thumbnail the loupe tool offline image browsing and more. custom menus shortcuts and workspaces set up and save custom menus keyboard shortcuts and workspaces for quick access to what you need. streamlined workflow better raw image processing process raw images with increased speed and superior conversion quality using the adobe photoshop camera raw plug-in which now adds support for jpeg and tiff formats; new tools including fill light and dust busting; compatibility with adobe photoshop lightroom software; and support for over 150 camera models. enhanced pdf support work more easily with adobe pdf-based content. precisely control the size of pdf pages opened in photoshop; add security controls and metadata such as copyright and exposure details to images within pdf presentations; and create a richer image display in pdf presentations and documents. adobe photoshop lightroom support jump from photoshop lightroom software to photoshop cs3 in one click for advanced editing of your digital photos. lightroom (sold separately) offers an efficient powerful way to import manage and present large volumes of digital images. improved printing experience experience better control over print quality with color management a larger print preview window and more controls in one place so you can print in fewer steps. improved printing controls co-developed by adobe and hp make printing easier and more predictable and streamline setup options via integration with select printers from hp epson and canon. presets make sophisticated color adjustments automatically with one-click presets in curves the channel mixer and the new black and white conversion dialog box. peak performance experience native performance on intel and powerpc based macintosh computers and on microsoft windows xp and windows vista systems. automated production automate common production tasks in a variety of ways. set up event-based scripts record a series of steps as an action for efficient batch processing and design repetitive graphics faster with variables. history palette and edit history log undo and redo any set of editing steps in an open image with the history palette and automatically track all editing steps within your files with the edit history log. export steps to a text file or save them as part of image metadata for easier documentation of your work file audits and more. wide range of supported formats import and export a wide range of file formats including psd bmp cineon jpeg jpeg2000 openexr png targa and tiff. adobe device central cs3 create compelling mobile content such as wallpapers and screensavers and then visually preview how it will render on mobile devices using the built-in adobe device central cs3. tune your designs for mobile screen sizes and lighting conditions. zoomify export for high-resolution web display take advantage of adobe flash and zoomify technology to export high-resolution images to the web for viewing through adobe flash player software. flash player displays your image quickly and efficiently letting viewers zoom in on details with minimal delay. third-party solutions and resources take advantage of a wealth of additional resources--including software plug-ins books and training--from the longstanding community of expert photoshop developers authors and trainers. auto-align layers can automatically connect a series of photos into a panorama (left). auto-blend layers can then seamlessly blend lighting and texture to complete the perfect composite image (right). edit with unrivaled power maximize screen space for editing while keeping essential tools accessible. faster performance highest quality conversion and new lighting controls are some of the new hallmarks of camera raw in photoshop cs3. simple intuitive point-and-click monochrome conversion is yours with the new black and white adjustment. the new print interface in photoshop cs3 gathers all of the options you need in one easier-to-use dialog box. nondestructive editing smart filters add adjust and remove filters from an image without having to resave the image or start over to preserve quality. nondestructive smart filters allow you to visualize changes without altering original pixel data. smart objects perform nondestructive scaling rotating and warping of raster and vector graphics with smart objects. even preserve the editability of vector data from adobe illustrator software. professional color and tone control color-correction enhancements take advantage of precision color correction made faster and easier. brightness/contrast now provides better results from the same intuitive interface and enhanced curves controls let you make automatic adjustments with included presets or those you create; convert to black-and-white with point sliders; and use a histogram color channel lines and a clipping preview. black-and-white conversion easily convert color images to rich black-and-white and adjust tonal values and tints with a new tool. experiment with the included black-and-white presets or create and save your own custom presets to achieve the best results. improved channel mixer take advantage of new functionality and a host of presets that make the channel mixer easier to use for black-and-white conversion. enhanced 32-bit high dynamic range (hdr) support create and edit 32-bit images and combine multiple exposures into a single 32-bit image that preserves the full range of a scene--from the deepest shadows to the brightest highlights. new image processing and alignment algorithms deliver superior results. intelligent image editing and enhancement more powerful cloning and healing tools experience greater control when retouching images with cloning tools and the healing brush. see source pixels under your tool or brush for more precise positioning; preview changes to source content live; and set multiple source points scale and rotate in the new clone source palette. rich painting and drawing toolset create or modify images with a wide assortment of professional fully customizable paint settings artistic brushes and drawing tools. enhanced vanishing point take perspective-based editing to a new level with the enhanced vanishing point which lets you create multiple planes in an image connect them at any angle and then wrap graphics text and images around them to create packaging mock-ups and more. composite with breakthrough tools easy compositing and selecting advanced compositing create more accurate composites by automatically aligning multiple photoshop layers or images based on similar content. the auto-align layers command quickly analyzes details and moves rotates or warps layers to align them perfectly and the auto-blend layers command blends the color and shading to create a smooth editable result. improved photomerge technology take advantage of refined photomerge technology which uses new layer-alignment and layer-blending capabilities to let you automatically stitch horizontal or vertical photos into seamless panoramas. quick selection and refine edge tools make selections in a snap. loosely draw on an image area and the quick selection tool automatically completes the selection for you. then fine-tune your selections with the refine edge tool. flexible layers composite images text and effects on hundreds of layers for extraordinarily sophisticated results. organize layers with up to five levels of nesting and save in different combinations as layer comps. which edition of photoshop cs3 is right for you? photoshop cs3 is available in two editions--photoshop cs3 and photoshop cs3 extended--to meet the diverse needs of professionals in a wide range of fields. adobe photoshop cs3 adobe photoshop cs3 extended builds on photoshop cs2 with dozens of improvements increased productivity with a streamlined interface camera raw enhancements next-generation adobe bridge cs3 and zoomify export unrivaled editing power with live filters more precise color correction easier black-and-white conversion and more powerful cloning and healing tools breakthrough compositing with automatic layer alignment and blending capabilities easier selections and improved photomerge® technology 3d and motion support with the ability to edit 3d content and incorporate it into 2d compositions paint and clone over multiple video frames and more comprehensive image analysis with new image measurement and counting tools","adobe",649
"b0001wn0ky","microsoft office 2004 standard upgrade (mac)","upgrade only; previous installation required organize and track your personal information with the new project center - share delete and edit your data files email contacts and more -- with a mouse click entourage x will also sync automatically to tasks notes and associated projects through a central server compatibility reports determine compatibility between projects in windows and mac formats","microsoft",239.99
"b000q6zk3a","microsoft student with encarta premium 2008 dvd","microsoft student with encarta premium 2008 is a productivity suite of homework tools and trusted information designed to help students quickly and easily complete assignments in a variety of subjects and excel in school. microsoft student with encarta premium 2008 gives students a full set of tools to help them succeed and get homework done right the first time. make research entertaining. find information on just about any topic. thousands of articles photos sound clips and links to related information from trusted sources(2)-plus political climatic and topographical maps of the world-make discovering new information fun! equation solver. enter a problem into the equation solver and get step-by-step help on how to solve it. and with free online access to hotmath(3) students can quickly find their textbook and select the problem they're solving. they'll instantly receive step-by-step guidance on how to solve the problem and what the correct answer should be. microsoft student with encarta premium 2008 gives students a full set of tools to help them succeed and get homework done right the first time. full-featured graphing calculator a full-featured graphing calculator that's simple to learn and use (similar to those costing more than $100!) helps visualize and solve math and science problems. equation solver stuck on a math problem? input your own problems into the equation solver and get a quick answer and step-by-step help on how to solve it. triangle solver and equation library interact with a library of more than 100 equations and explore the relationships of triangles and their parts while viewing associated rules or graphs. learning essentials get past the blank page. learning essentials helps students achieve better grades. step-by-step writing tips and preformatted report and presentation templates give students a quick start in creating great-looking reports and presentations. foreign language help a full-featured dictionary helps translate and conjugate verbs in spanish french german and italian. learning essentials also unlocks tools in microsoft office that are specially designed for foreign language study providing templates and tools for completing assignments in spanish french and german. book summaries need to know more about that literary story? includes more than 1 000 book summaries that help students understand some of the most commonly studied literary works from middle school to college level. the easy all-in-one homework assistant that helps students excel in school. designed to be easy to use and simple to learn microsoft student with encarta premium 2008 makes learning fun. whether it's a math research or foreign language assignment students can find the right tools and information to get homework started quickly get fast answers to academic questions and complete assignments that can help earn higher grades. find trusted content when you need it. complete with encarta premium 2008 the 1 best-selling encyclopedia software brand(1) it's content you can trust. with editorially approved content students can use web links to more than 25 000 web sites preselected by encarta editors for relevant and age-appropriate research material(2). through multimedia content encarta premium 2008 provides engaging visual tools to help explore and discover historical events and places. it even includes encarta kids a separate encyclopedia geared to young learners ages 7 to 12! get questions answered fast. with time pressures to complete assignments it's frustrating to get stuck without knowing where to go for answers. whether they're stumped on a math science or a foreign language problem students can quickly get the answers they need. they also get helpful ideas on how to solve problems so the next time they're more likely to figure out the answer on their own! includes a full suite of homework tools to help students get homework done right the first time. foreign language tools help complete assignments in spanish french german and italian quickly grasp the plots and themes of commonly studied books. encarta premium 2008 students can fi nd the information they're looking for-quickly and easily-with encarta premium 2008. with trusted content that's accurate and up-to-date encarta has been the 1 best-selling encyclopedia software brand for the past 8 years!(1) you'll be amazed at how much time your student will spend researching-compelled by the sights and sounds of one fascinating presentation after another. students can easily-and quickly-access trusted information provided by world experts. and since they can automatically download updates from the encarta web site they'll have up-to-date and accurate reference software when they need it.(2) encarta premium 2008 comes complete with a wide range of reference tools including a dynamic atlas dictionary thesaurus and language translation dictionaries. microsoft math microsoft math features a large collection of tools tutorials and instructions designed to help students learn mathematical concepts while quickly solving math problems. in an instant they'll see how to solve problems-step by step! works for many grade levels-from basic math pre-algebra algebra (including logarithms and exponents) to trigonometry! need advanced help? a full-featured graphing calculator that's simple to learn and use (similar to those costing more than $100!) helps visualize and solve math and science problems. triangle solver and equation library. interact with a library of more than 100 equations and explore the relationships of triangles and their parts while viewing associated rules or graphs. templates and tutorials having trouble getting started on class projects? sometimes the hardest part about completing a project is getting started. microsoft student with encarta premium 2008 includes the latest version of learning essentials. working with microsoft office word office powerpoint and office excel (in either microsoft office xp office 2003 or the 2007 microsoft office system sold separately) learning essentials helps students achieve better grades. step-by-step writing tips and preformatted report and presentation templates give students a quick start in creating great-looking reports and presentations. get past the blank page. easy-to-use tools templates and tutorials help students get past formatting questions to the core learning in assignments. learning essentials includes tips and tutorials for managing projects and creating high-quality reports presentations science projects and other assignments. foreign language a full-featured dictionary helps translate and conjugate verbs in spanish french german and italian. learning essentials also unlocks tools in microsoft office that are specially designed for foreign language study providing templates and tools for completing assignments in spanish french and german. literature need to know more about that literary story? microsoft student with encarta premium 2008 includes more than 1 000 book summaries that help students understand some of the most commonly studied literary works from middle school to college level. note: 1. the npd group/npd techworld january 2000 to february 2007. based on total u.s. retail sales. 2. an active internet connection is required for math online help update encarta web links weather and radio links and encarta premium online. update encarta and math online help are available through october 2008. access to encarta online premium requires a microsoft .net passport (windows live id) and an internet connection. you must be 13 years or older to create a windows live id. 3. hotmath contains primarily us-based textbook problems.","microsoft",49.95
"b000hbys96","quickbooks premier nonprofit edition 2007","quickbooks premier nonprofit edition 2007 provides standard accounting features plus easy tools designed specifically for nonprofit organizations to demonstrate financial accountability to their boards of directors. generate any of nine nonprofit-specific reports from the report center to help track donors and contributions. compare quickbooks premier nonprofit edition 2007 to other products (pdf). you can also view an overview of key features (requires flash). manage your finances faster from the simplified home page. view larger. in addition to helping you stay on top of your financial activities nonprofit edition 2007 lets you track donors and contributions with customized reports. you can also create reports for your board of directors plus stay on top of your donor contributions. track budgets by program monitor finances by program and organize your expenses to meet irs requirements. by keeping you informed nonprofit edition 2007 also helps you raise more funds during fundraising campaigns by knowing who makes the largest contributions streamline donation processing and fundraising turn pledge forms into thank-you letters and donation statements with just a few clicks. see contact information pledge status and contribution histories at a glance. you can also create professional-looking forms with advanced tools. generate group mailings of customized thank-you letters pledge forms and receipts from your quickbooks donor lists in seconds. view all 9 nonprofit reports in the reports center including the new donor contribution summary report. view larger. see donor and vendor transaction histories at a glance. view larger. use a chart of accounts designed for nonprofits. view larger. maximize the effectiveness of your campaigns by viewing a complete history of contributions for any donor or grantor. click a button from anywhere in quickbooks to open the customer center. click any name on the list to see contact information and a complete history of contributions grants or any other transactions--all in one window. automatically track your organization's finances quickbooks nonprofit edition organizes financial data for your board and the irs freeing you to concentrate on managing your organization. you can finish everyday tasks such as tracking pledges and donations and paying bills and employees quickly and easily. nonprofit edition automatically tracks the specific information your nonprofit organization needs as you enter donations and expenses and fund your programs. instead of the standard accounts used by for-profit businesses nonprofit edition provides your organization with a more relevant set: the unified chart of accounts (ucoa) developed by nonprofit financial specialists. instantly build a working budget based on your recent spending history with just one click. adjust the figures individually or across line items. check your actual spending vs. budgeted amounts at any time while making corrections in time to meet your targets. record bills as they arrive--quickbooks will alert you when they're due. click a button to turn a bill entry into a check. print checks one at a time or in convenient batches. meanwhile quickbooks payroll makes it easy to run payroll with a just few clicks and manage your payroll activities. you can manage payroll from within quickbooks so there are no duplicate entries and there's nothing new to learn. the customizable home page gives you direct access to the features you use every day plus a clear picture of how they all fit together. no searching through menus--you're never more than two clicks from your data. works easily with microsoft office use the right tool for the job: with quickbooks you can easily and automatically transfer data to and from your favorite microsoft office applications without retyping. quickbooks lets you transfer data to and from microsoft excel merge quickbooks data with microsoft word templates and keep your contact information in quickbooks and outlook up to date. word excel and outlook integration require microsoft word excel and outlook 2000 2002 or 2003 (all sold separately). synchronization with outlook is also possible with quickbooks customer manager (sold separately). start fast and get help when you need it get tips tutorials and solutions specifically designed for nonprofit organizations. premier nonprofit edition 2007 makes getting started so quick and easy you could be working in as little as half an hour. just answer a few basic questions and receive a customized setup that you can change at any time. nonprofit edition includes in-program help topics and tutorials specifically customized for nonprofit organizations. and you can enjoy free support for 30 days from registration. satisfaction guaranteed quickbooks is the financial-management software recommended by more accountants than any other and intuit guarantees your satisfaction. if you're not satisfied return the business software to intuit within 60 days with dated receipt for a refund of the purchase price.","intuit",399.95
"b000bhq5jw","microsoft sql server developer edition 2005 cd/dvd","achieve higher levels of database scalability with sql server 2005 (64-bit) the enterprise-class database optimized to run on x64- or itanium-based servers and microsoft windows server 2003. the 64-bit features are available on sql server 2005 standard enterprise and developer editions.","microsoft software",49.95
"b000hcz8gc","microsoft visio standard 2007","microsoft office visio standard 2007 makes it easy for it and business professionals to visualize explore and communicate complex information. this software transforms complicated text and tables that are hard to understand to visio diagrams that communicate information at a glance. instead of static pictures you can create data-connected visio diagrams that display data are easy to refresh and dramatically increase your productivity. use the wide variety of available diagrams to understand act on and share information about organizational systems resources and processes throughout your enterprise. put simply visio diagrams maximize the impact of important business information in ways words and numbers alone never could. using office visio 2007 create professional-looking diagrams that communicate a wealth of information you can share with a broad audience. view larger. two stand-alone editions visio 2007 is available in two stand-alone editions: office visio professional and office visio standard. visio standard 2007 has the same basic functionality as visio professional 2007 and includes a subset of its features and templates. visio professional 2007 offers advanced functionality such as data connectivity and visualization features that visio standard 2007 does not. quickly find and use new templates visio 2007 includes specific tools to support the diverse diagramming needs of it and business professionals and lets you create a broader range of diagrams with new templates such as the itil (information technology infrastructure library) template and the value stream mapping template. use the predefined microsoft smartshapes symbols and powerful search capabilities to locate the right shape whether it is saved on a computer or on the web. you can also save time by quickly accessing templates you use often. in the new getting started window find the template you need by browsing simplified template categories and using large template previews. locate the templates you used recently by using the new recent templates view in the getting started window. use the wide range of diagram types in office visio 2007 to better understand complex processes resources and systems. view larger. get inspired by sample diagrams if you're not sure how to best display your important data visio 2007 can help by making it easy to find new sample diagrams. simply open the new getting started window and use the new samples category. view sample diagrams that are integrated with data to get ideas for creating your own diagrams to realize how data provides more context for many diagram types and to determine which template you want to use. display data attractively in diagrams the data graphics feature lets you display data attractively in diagrams and you can choose from a number of data formatting options. with a single click display data fields as callouts next to a shape position fields in boxes below a shape and place fields of data directly on top or to the side of a shape. you also have the option of easily refreshing data in diagrams thanks to the new refresh data feature. if data conflicts arise easily resolve them by using the refresh conflicts task pane. using office visio professional 2007 visually explore data by using diagrams to identify issues and exceptions. view larger. connect shapes without drawing connectors you don't have to be a professional graphic designer to build interesting diagrams--visio 2007 gives you the tools to connect shapes without drawing connectors. the new autoconnect functionality connects shapes distributes them evenly and aligns them for you--all with only one click. in fact when you move the connected shapes they stay connected and the connectors automatically reroute between the shapes. identify trends and issues one of the benefits of creating diagrams is that you can more readily identify trends and issues and then act on them. first you might choose to make your diagrams even smarter by linking them to data to provide a more complete picture of a process project or system. then it's a snap to visually explore information to identify key trends issues and exceptions and then act on them. finally you can analyze drill down into and create multiple views of business data to gain insight into it. thanks to all these options visio standard 2007 gives you the power to revolutionize the way you present information to colleagues and clients which can positively affect productivity and your bottom line.","microsoft",259.95
"b000hctyte","microsoft windows vista ultimate full version [dvd]","the most comprehensive edition of windows vista windows vista ultimate (dvd-rom) is the first operating system that combines all of the advanced infrastructure features of a business-focused operating system all of the management and efficiency features of a mobility-focused operating system and all of the digital entertainment features of a consumer-focused operating system. windows sidebar gives you quick access to gadgets like picture slide shows windows media player controls or news headlines. you pick the gadgets you want to see in windows sidebar. view larger. use flip 3d to navigate through open windows using the scroll wheel on your mouse. view larger. compare windows vista editions. use instant search to quickly find the information you need. view larger. windows vista aero provides spectacular visual effects such as glass-like interface elements that you can see through. the redesigned windows media center in windows vista lets you enjoy your media throughout your home even on your xbox 360. view larger. for the person who wants one operating system that is great for working from home working on the road and for entertainment windows vista ultimate is a no-compromise operating system that lets you have it all. easier faster access to information windows vista ultimate features windows aero a new interface that delivers higher levels of efficiency for any business user. this easy-to-use interface makes it a snap to navigate through the operating system and from application to application. most importantly windows aero helps you juggle multiple tasks at once by providing a three-dimensional real-time animated view of all your open applications and documents. and for those businesses that do work in other countries windows vista ultimate supports all worldwide interface languages. breakthrough windows vista experience designed to help you feel confident in your ability to view find and organize information and to control your computing experience all editions of windows vista introduce a breakthrough user experience. the visual sophistication of windows vista helps streamline your computing experience by refining common window elements so you can better focus on the content on the screen rather than on how to access it. the desktop experience is more informative intuitive and helpful. and new tools bring better clarity to the information on your computer so you can see what your files contain without opening them find applications and files instantly navigate efficiently among open windows and use wizards and dialog boxes more confidently. work from home windows vista ultimate includes all of the features that make it easy to remotely connect to business networks. this means that when you're working from home you'll have advanced networking capabilities such as the ability to join a domain support for group policy and access to features such as remote desktop. windows vista ultimate also includes windows bitlocker drive encryption that provides improved levels of protection against theft for your important business data whether you are at home on the road or in the office. more entertainment options windows vista ultimate delivers all of the entertainment features available in windows vista home premium and includes everything you need to enjoy the latest in digital photography music movies analog tv or even hdtv. ultimate also has helpful tools such as windows photo gallery and windows movie maker to ensure that you have everything you need to collect manage and edit your digital content. it also includes windows media center for turning your pc into an all-in-one home entertainment center. versatile operation windows vista ultimate truly lives up to its name by delivering all of the features both business and home users want and need. it is the ideal solution for both a small-business owner who wants a single pc that he or she can use at the office on the road and at home and for someone who wants a home pc that will be used primarily for entertainment purposes but that can also be used for business purposes such as connecting to a corporate network.","microsoft",399.95
